"Genotype"	"Background"	"Background.simple"	"Treatment"	"Treatment.V"	"Chamber.ID"	"Chamber.Irradiance"	"Vernalization"	"Daylength"	"Temperature"	"Fluctuation"	"Survival.Bolt"	"Bolt"	"Days.to.Bolt"	"Days.to.Flower"	"Rosette.leaf.num"	"Cauline.leaf.num"	"Notes"
"1392"	"fve-4"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"4T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	87	109	51	8	NA
"1393"	"fve-4"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"4T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	79	100	56	NA	NA
"1394"	"fve-4"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"4T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	79	95	63	10	NA
"1395"	"fve-4"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"4T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	81	98	56	8	NA
"1396"	"fve-4"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"5T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	81	98	54	7	NA
"1397"	"fve-4"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"5T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	81	102	46	6	NA
"1398"	"fve-4"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"5T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	85	104	59	7	NA
"1399"	"fve-4"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"5T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	85	102	56	8	NA
"1400"	"fve-4"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"4B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	36	41	29	4	NA
"1401"	"fve-4"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"4B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	39	45	30	3	NA
"1402"	"fve-4"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"4B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	32	38	26	3	NA
"1403"	"fve-4"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"4B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	31	37	26	4	NA
"1404"	"fve-4"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"6T"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	36	41	26	3	NA
"1405"	"fve-4"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"6T"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	31	36	20	4	NA
"1406"	"fve-4"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"6T"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	46	52	22	4	NA
"1407"	"fve-4"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"6T"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	31	37	26	4	NA
"1408"	"fve-4"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"N"	162	NA	NA	NA	NA
"1409"	"fve-4"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"N"	162	NA	NA	NA	NA
"1410"	"fve-4"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"N"	162	NA	NA	NA	NA
"1411"	"fve-4"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"N"	162	NA	NA	NA	NA
"1412"	"fve-4"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"7B"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	102	109	64	6	NA
"1413"	"fve-4"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"7B"	"Low"	"NV"	8	22	"Con"	"Y"	"N"	162	NA	NA	NA	NA
"1414"	"fve-4"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"7B"	"Low"	"NV"	8	22	"Con"	"Y"	"N"	162	NA	NA	NA	NA
"1415"	"fve-4"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"7B"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	146	NA	NA	NA	NA
"1416"	"fve-4"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"3B"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	31	37	21	3	NA
"1417"	"fve-4"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"3B"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	41	51	24	2	NA
"1418"	"fve-4"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"3B"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	30	36	24	3	NA
"1419"	"fve-4"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"3B"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	31	40	29	3	NA
"1420"	"fve-4"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7T"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	38	46	26	2	NA
"1421"	"fve-4"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7T"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	31	39	24	3	NA
"1422"	"fve-4"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7T"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	32	40	26	4	NA
"1423"	"fve-4"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7T"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	35	42	27	4	NA
"1424"	"fve-4"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	83	91	60	7	NA
"1425"	"fve-4"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	92	100	58	7	NA
"1426"	"fve-4"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	100	111	67	8	NA
"1427"	"fve-4"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	113	123	71	8	NA
"1428"	"fve-4"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"2B"	"High"	"V"	16	12	"Con"	"Y"	"Y"	24	34	17	4	NA
"1429"	"fve-4"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"2B"	"High"	"V"	16	12	"Con"	"Y"	"Y"	29	39	14	3	NA
"1430"	"fve-4"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"2B"	"High"	"V"	16	12	"Con"	"Y"	"Y"	23	34	15	3	NA
"1431"	"fve-4"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"2B"	"High"	"V"	16	12	"Con"	"Y"	"Y"	25	37	12	3	NA
"1432"	"fve-4"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"5B"	"Low"	"V"	16	12	"Con"	"Y"	"Y"	28	40	15	3	NA
"1433"	"fve-4"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"5B"	"Low"	"V"	16	12	"Con"	"Y"	"Y"	27	39	17	4	NA
"1434"	"fve-4"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"5B"	"Low"	"V"	16	12	"Con"	"Y"	"Y"	24	36	13	3	NA
"1435"	"fve-4"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"5B"	"Low"	"V"	16	12	"Con"	"Y"	"Y"	26	36	13	3	NA
"1436"	"fve-4"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"4T"	"High"	"V"	8	12	"Con"	"Y"	"Y"	67	87	45	12	NA
"1437"	"fve-4"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"4T"	"High"	"V"	8	12	"Con"	"Y"	"Y"	59	75	41	11	NA
"1438"	"fve-4"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"4T"	"High"	"V"	8	12	"Con"	"Y"	"Y"	60	79	43	11	NA
"1439"	"fve-4"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"4T"	"High"	"V"	8	12	"Con"	"Y"	"Y"	73	94	31	10	NA
"1440"	"fve-4"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"5T"	"Low"	"V"	8	12	"Con"	"Y"	"Y"	64	86	33	11	NA
"1441"	"fve-4"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"5T"	"Low"	"V"	8	12	"Con"	"Y"	"Y"	85	101	40	7	NA
"1442"	"fve-4"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"5T"	"Low"	"V"	8	12	"Con"	"Y"	"Y"	59	75	36	10	NA
"1443"	"fve-4"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"5T"	"Low"	"V"	8	12	"Con"	"Y"	"Y"	67	86	42	10	NA
"1444"	"fve-4"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"4B"	"High"	"V"	16	22	"Con"	"Y"	"Y"	18	23	15	4	NA
"1445"	"fve-4"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"4B"	"High"	"V"	16	22	"Con"	"Y"	"Y"	18	23	15	3	NA
"1446"	"fve-4"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"4B"	"High"	"V"	16	22	"Con"	"Y"	"Y"	20	26	13	3	NA
"1447"	"fve-4"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"4B"	"High"	"V"	16	22	"Con"	"Y"	"Y"	17	22	14	4	NA
"1448"	"fve-4"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"6T"	"Low"	"V"	16	22	"Con"	"Y"	"Y"	18	23	13	4	NA
"1449"	"fve-4"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"6T"	"Low"	"V"	16	22	"Con"	"Y"	"Y"	18	23	14	3	NA
"1450"	"fve-4"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"6T"	"Low"	"V"	16	22	"Con"	"Y"	"Y"	19	23	14	4	NA
"1451"	"fve-4"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"6T"	"Low"	"V"	16	22	"Con"	"Y"	"Y"	19	24	13	3	NA
"1452"	"fve-4"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"2T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	39	46	30	8	NA
"1453"	"fve-4"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"2T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	41	47	34	8	NA
"1454"	"fve-4"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"2T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	47	55	34	4	NA
"1455"	"fve-4"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"2T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	46	52	37	5	NA
"1456"	"fve-4"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"7B"	"Low"	"V"	8	22	"Con"	"Y"	"Y"	47	55	34	8	NA
"1457"	"fve-4"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"7B"	"Low"	"V"	8	22	"Con"	"Y"	"Y"	43	50	23	4	NA
"1458"	"fve-4"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"7B"	"Low"	"V"	8	22	"Con"	"Y"	"Y"	46	54	34	9	NA
"1459"	"fve-4"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"7B"	"Low"	"V"	8	22	"Con"	"Y"	"Y"	48	56	35	9	NA
"1460"	"fve-4"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"3B"	"High"	"V"	16	22	"Var"	"Y"	"Y"	21	28	17	2	NA
"1461"	"fve-4"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"3B"	"High"	"V"	16	22	"Var"	"Y"	"Y"	22	28	15	2	NA
"1462"	"fve-4"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"3B"	"High"	"V"	16	22	"Var"	"Y"	"Y"	20	27	16	3	NA
"1463"	"fve-4"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"3B"	"High"	"V"	16	22	"Var"	"Y"	"Y"	22	29	15	3	NA
"1464"	"fve-4"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"7T"	"Low"	"V"	16	22	"Var"	"Y"	"Y"	23	29	17	3	NA
"1465"	"fve-4"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"7T"	"Low"	"V"	16	22	"Var"	"Y"	"Y"	23	29	14	3	NA
"1466"	"fve-4"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"7T"	"Low"	"V"	16	22	"Var"	"Y"	"Y"	21	28	15	3	NA
"1467"	"fve-4"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"7T"	"Low"	"V"	16	22	"Var"	"Y"	"Y"	22	29	14	2	NA
"1468"	"fve-4"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"3T"	"High"	"V"	8	22	"Var"	"Y"	"Y"	37	43	21	3	NA
"1469"	"fve-4"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"3T"	"High"	"V"	8	22	"Var"	"Y"	"Y"	40	49	22	6	NA
"1470"	"fve-4"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"3T"	"High"	"V"	8	22	"Var"	"Y"	"Y"	38	46	22	5	NA
"1471"	"fve-4"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"3T"	"High"	"V"	8	22	"Var"	"Y"	"Y"	37	44	22	2	NA
"1472"	"fve-4"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"6B"	"Low"	"V"	8	22	"Var"	"Y"	"Y"	42	50	24	6	NA
"1473"	"fve-4"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"6B"	"Low"	"V"	8	22	"Var"	"Y"	"Y"	36	44	27	3	NA
"1474"	"fve-4"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"6B"	"Low"	"V"	8	22	"Var"	"Y"	"Y"	39	45	28	4	NA
"1475"	"fve-4"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"6B"	"Low"	"V"	8	22	"Var"	"Y"	"Y"	43	50	22	5	NA
"1476"	"gi-2"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"2B"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	49	71	36	10	NA
"1477"	"gi-2"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"2B"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	50	68	39	6	NA
"1478"	"gi-2"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"2B"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	53	71	32	9	NA
"1479"	"gi-2"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"2B"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	57	72	44	7	NA
"1480"	"gi-2"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"5B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	57	74	35	8	NA
"1481"	"gi-2"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"5B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	60	77	45	7	NA
"1482"	"gi-2"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"5B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	57	75	42	8	NA
"1483"	"gi-2"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"5B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	64	81	40	9	NA
"1484"	"gi-2"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"4T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	92	118	50	7	NA
"1485"	"gi-2"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"4T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	79	98	56	6	NA
"1486"	"gi-2"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"4T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	73	93	47	5	NA
"1487"	"gi-2"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"4T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	77	96	53	5	NA
"1488"	"gi-2"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"5T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	92	116	48	7	NA
"1489"	"gi-2"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"5T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	93	111	44	4	NA
"1490"	"gi-2"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"5T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	88	113	47	5	NA
"1491"	"gi-2"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"5T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	92	116	48	6	NA
"1492"	"gi-2"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"4B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	62	71	37	6	NA
"1493"	"gi-2"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"4B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	49	57	28	5	NA
"1494"	"gi-2"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"4B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	53	59	27	3	NA
"1495"	"gi-2"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"4B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	42	50	32	6	NA
"1496"	"gi-2"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"6T"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	53	60	29	3	NA
"1497"	"gi-2"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"6T"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	45	53	26	5	NA
"1498"	"gi-2"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"6T"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	41	49	23	5	NA
"1499"	"gi-2"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"6T"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	51	60	29	5	NA
"1500"	"gi-2"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	65	73	35	7	NA
"1501"	"gi-2"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	75	82	49	5	NA
"1502"	"gi-2"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"N"	162	NA	NA	NA	NA
"1503"	"gi-2"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"N"	162	NA	NA	NA	NA
"1504"	"gi-2"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"7B"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	69	77	40	8	NA
"1505"	"gi-2"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"7B"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	141	NA	NA	NA	NA
"1506"	"gi-2"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"7B"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	102	113	70	9	NA
"1507"	"gi-2"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"7B"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	84	93	55	9	NA
"1508"	"gi-2"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"3B"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	37	44	23	5	NA
"1509"	"gi-2"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"3B"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	38	46	23	5	NA
"1510"	"gi-2"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"3B"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	36	44	26	5	NA
"1511"	"gi-2"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"3B"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	36	44	24	5	NA
"1512"	"gi-2"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7T"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	31	41	22	6	NA
"1513"	"gi-2"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7T"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	37	44	22	4	NA
"1514"	"gi-2"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7T"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	37	45	24	6	NA
"1515"	"gi-2"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7T"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	35	45	18	3	NA
"1516"	"gi-2"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"3T"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	54	64	29	4	NA
"1517"	"gi-2"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"3T"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	62	69	28	4	NA
"1518"	"gi-2"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"3T"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	66	NA	NA	NA	NA
"1519"	"gi-2"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"3T"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	54	62	28	4	NA
"1520"	"gi-2"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	146	154	NA	NA	NA
"1521"	"gi-2"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	71	79	43	8	NA
"1522"	"gi-2"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	103	116	59	8	NA
"1523"	"gi-2"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	54	65	27	3	NA
"1524"	"ld-1 FRI"	"Col FRI"	"Col"	"12ConLD"	"12ConLDNV"	"2B"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	51	64	41	8	NA
"1525"	"ld-1 FRI"	"Col FRI"	"Col"	"12ConLD"	"12ConLDNV"	"2B"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	55	68	47	10	NA
"1526"	"ld-1 FRI"	"Col FRI"	"Col"	"12ConLD"	"12ConLDNV"	"2B"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	54	68	42	8	NA
"1527"	"ld-1 FRI"	"Col FRI"	"Col"	"12ConLD"	"12ConLDNV"	"2B"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	55	66	43	8	NA
"1528"	"ld-1 FRI"	"Col FRI"	"Col"	"12ConLD"	"12ConLDNV"	"5B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	48	62	44	5	NA
"1529"	"ld-1 FRI"	"Col FRI"	"Col"	"12ConLD"	"12ConLDNV"	"5B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	57	71	33	6	NA
"1530"	"ld-1 FRI"	"Col FRI"	"Col"	"12ConLD"	"12ConLDNV"	"5B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	52	64	39	6	NA
"1531"	"ld-1 FRI"	"Col FRI"	"Col"	"12ConLD"	"12ConLDNV"	"5B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	60	72	40	10	NA
"1532"	"ld-1 FRI"	"Col FRI"	"Col"	"12ConSD"	"12ConSDNV"	"4T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	88	111	64	9	NA
"1533"	"ld-1 FRI"	"Col FRI"	"Col"	"12ConSD"	"12ConSDNV"	"4T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	88	105	68	8	NA
"1534"	"ld-1 FRI"	"Col FRI"	"Col"	"12ConSD"	"12ConSDNV"	"4T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	85	100	62	8	NA
"1535"	"ld-1 FRI"	"Col FRI"	"Col"	"12ConSD"	"12ConSDNV"	"4T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	88	106	62	8	NA
"1536"	"ld-1 FRI"	"Col FRI"	"Col"	"12ConSD"	"12ConSDNV"	"5T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	88	105	67	8	NA
"1537"	"ld-1 FRI"	"Col FRI"	"Col"	"12ConSD"	"12ConSDNV"	"5T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	92	113	62	7	NA
"1538"	"ld-1 FRI"	"Col FRI"	"Col"	"12ConSD"	"12ConSDNV"	"5T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	88	107	67	7	NA
"1539"	"ld-1 FRI"	"Col FRI"	"Col"	"12ConSD"	"12ConSDNV"	"5T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	88	108	65	7	NA
"1540"	"ld-1 FRI"	"Col FRI"	"Col"	"22ConLD"	"22ConLDNV"	"4B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	57	62	47	7	NA
"1541"	"ld-1 FRI"	"Col FRI"	"Col"	"22ConLD"	"22ConLDNV"	"4B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	69	76	44	6	NA
"1542"	"ld-1 FRI"	"Col FRI"	"Col"	"22ConLD"	"22ConLDNV"	"4B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	60	67	55	8	NA
"1543"	"ld-1 FRI"	"Col FRI"	"Col"	"22ConLD"	"22ConLDNV"	"4B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	67	72	49	7	NA
"1544"	"ld-1 FRI"	"Col FRI"	"Col"	"22ConLD"	"22ConLDNV"	"6T"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	69	76	52	5	NA
"1545"	"ld-1 FRI"	"Col FRI"	"Col"	"22ConLD"	"22ConLDNV"	"6T"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	60	67	47	7	NA
"1546"	"ld-1 FRI"	"Col FRI"	"Col"	"22ConLD"	"22ConLDNV"	"6T"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	56	62	40	6	NA
"1547"	"ld-1 FRI"	"Col FRI"	"Col"	"22ConLD"	"22ConLDNV"	"6T"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	68	75	56	9	NA
"1548"	"ld-1 FRI"	"Col FRI"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"N"	162	NA	NA	NA	NA
"1549"	"ld-1 FRI"	"Col FRI"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"N"	162	NA	NA	NA	NA
"1550"	"ld-1 FRI"	"Col FRI"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"N"	162	NA	NA	NA	NA
"1551"	"ld-1 FRI"	"Col FRI"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"N"	162	NA	NA	NA	NA
"1552"	"ld-1 FRI"	"Col FRI"	"Col"	"22ConSD"	"22ConSDNV"	"7B"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	127	139	72	10	NA
