"Genotype"	"Background"	"Background.simple"	"Treatment"	"Treatment.V"	"Chamber.ID"	"Chamber.Irradiance"	"Vernalization"	"Daylength"	"Temperature"	"Fluctuation"	"Survival.Bolt"	"Bolt"	"Days.to.Bolt"	"Days.to.Flower"	"Rosette.leaf.num"	"Cauline.leaf.num"	"Blade.length.mm"	"Total.leaf.length.mm"	"Blade.ratio"	"Notes"
"130"	"co-2"	"Ler"	"Ler"	"22VarSD"	"22VarSDNV"	"3B"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	46	54	17	5	NA	NA	NA	""
"131"	"co-2"	"Ler"	"Ler"	"22VarSD"	"22VarSDNV"	"3B"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	46	56	14	4	NA	NA	NA	""
"132"	"co-2"	"Ler"	"Ler"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	51	59	16	4	23.2	40.1	0.578553616	""
"133"	"co-2"	"Ler"	"Ler"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	59	66	19	6	26.5	48.8	0.543032787	"lots of secondary; flowring without petals"
"134"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	28	43	18	6	12.9	21.1	0.611374408	""
"135"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	29	44	15	5	10.5	19.1	0.54973822	""
"136"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	31	43	13	4	13.2	23.4	0.564102564	""
"137"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	31	42	17	5	14.6	27.2	0.536764706	""
"138"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	32	44	19	4	13.3	20.4	0.651960784	""
"139"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	33	47	14	4	14.7	25.3	0.581027668	""
"140"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	34	47	15	3	13	23.2	0.560344828	""
"141"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	35	49	18	5	17.8	31.3	0.568690096	""
"142"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	69	90	53	6	20.7	33.1	0.625377644	""
"143"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	72	91	49	5	19.4	33.2	0.584337349	""
"144"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	76	97	51	6	19.3	31.3	0.616613419	""
"145"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"3T"	"High"	"NV"	8	12	"Con"	"Y"	"Y"	79	99	55	9	22.6	39	0.579487179	""
"146"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	80	101	56	6	23.1	38.2	0.604712042	""
"147"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	88	110	51	9	19.3	32.7	0.590214067	""
"148"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	89	110	61	8	24.6	28.9	0.851211073	""
"149"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDNV"	"7T"	"Low"	"NV"	8	12	"Con"	"Y"	"Y"	92	111	68	10	27.4	49	0.559183673	""
"150"	"Col Ama"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	32	44	19	4	15.1	27	0.559259259	""
"151"	"Col Ama"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	32	45	16	5	16	29.7	0.538720539	""
"152"	"Col Ama"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	32	46	18	6	17.5	30	0.583333333	""
"153"	"Col Ama"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	33	45	20	4	15.1	24.3	0.621399177	""
"154"	"Col Ama"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	33	44	18	5	15	24.5	0.612244898	""
"155"	"Col Ama"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"3B"	"High"	"NV"	16	12	"Var"	"Y"	"Y"	33	44	17	4	15.1	21.8	0.69266055	""
"156"	"Col Ama"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	33	46	16	5	13.7	24.4	0.56147541	"white spot on two leaves"
"157"	"Col Ama"	"Col"	"Col"	"12VarLD"	"12VarLDNV"	"5B"	"Low"	"NV"	16	12	"Var"	"Y"	"Y"	33	46	21	6	17.7	34.6	0.511560694	""
"158"	"Col Ama"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	68	89	61	10	29.7	42.2	0.703791469	""
"159"	"Col Ama"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	68	92	50	7	22.1	36.3	0.608815427	""
"160"	"Col Ama"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	69	92	45	8	19.6	35.7	0.549019608	""
"161"	"Col Ama"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"4B"	"High"	"NV"	8	12	"Var"	"Y"	"Y"	69	80	54	11	19	28.8	0.659722222	""
"162"	"Col Ama"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	77	98	56	13	24.6	41.8	0.588516746	""
"163"	"Col Ama"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	78	98	53	5	22.4	38.7	0.57881137	""
"164"	"Col Ama"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	78	100	52	7	24	40.1	0.598503741	""
"165"	"Col Ama"	"Col"	"Col"	"12VarSD"	"12VarSDNV"	"5T"	"Low"	"NV"	8	12	"Var"	"Y"	"Y"	79	99	51	7	23.1	41.7	0.553956835	""
"166"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	18	24	10	2	NA	19.4	0	"4/22 13.4 21.2"
"167"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"5B"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	18	26	12	3	NA	NA	NA	""
"168"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	20	26	11	2	12.8	20.6	0.621359223	""
"169"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	20	26	11	3	13.7	21.4	0.640186916	""
"170"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"5B"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	20	27	12	2	NA	NA	NA	""
"171"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"2B"	"High"	"NV"	16	22	"Con"	"Y"	"Y"	21	26	12	3	12.6	21	0.6	""
"172"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"5B"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	21	27	13	2	NA	NA	NA	""
"173"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDNV"	"5B"	"Low"	"NV"	16	22	"Con"	"Y"	"Y"	22	28	12	3	NA	NA	NA	""
"174"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"4T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	53	61	39	7	NA	NA	NA	""
"175"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"4T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	55	64	33	7	NA	NA	NA	""
"176"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"4T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	55	63	40	9	NA	NA	NA	""
"177"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	60	68	39	8	NA	NA	NA	""
"178"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"6T"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	62	71	49	10	25.7	41.3	0.622276029	""
"179"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"4T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	62	68	41	6	NA	NA	NA	""
"180"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	63	NA	NA	NA	NA	NA	NA	""
"181"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"6T"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	72	79	53	9	22.3	39.9	0.558897243	""
"182"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	73	81	53	8	NA	NA	NA	""
"183"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"6T"	"Low"	"NV"	8	22	"Con"	"Y"	"Y"	82	90	58	11	26.2	44.5	0.588764045	""
"184"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDNV"	"2T"	"High"	"NV"	8	22	"Con"	"Y"	"Y"	85	93	59	7	NA	NA	NA	""
"185"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7B"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	19	27	8	2	NA	NA	NA	""
"186"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	19	27	8	2	10.2	21.2	0.481132075	""
"187"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	20	28	9	2	12.4	23.2	0.534482759	""
"188"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	20	28	8	2	10.6	21.4	0.495327103	""
"189"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7B"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	21	29	7	2	NA	NA	NA	""
"190"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7B"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	22	29	8	3	NA	NA	NA	""
"191"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"7B"	"Low"	"NV"	16	22	"Var"	"Y"	"Y"	22	28	10	2	NA	NA	NA	""
"192"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDNV"	"2T"	"High"	"NV"	16	22	"Var"	"Y"	"Y"	24	29	9	3	17.4	30.9	0.563106796	""
"193"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"3B"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	50	58	32	8	NA	NA	NA	""
"194"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"3B"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	51	60	32	9	NA	NA	NA	""
"195"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"3B"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	53	61	26	5	NA	NA	NA	""
"196"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"3B"	"High"	"NV"	8	22	"Var"	"Y"	"Y"	58	66	42	10	NA	NA	NA	""
"197"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	62	69	43	8	29	54.7	0.530164534	""
"198"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	64	71	38	8	29.7	52.5	0.565714286	""
"199"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	72	80	46	6	31	62.2	0.498392283	""
"200"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDNV"	"6B"	"Low"	"NV"	8	22	"Var"	"Y"	"Y"	72	80	48	7	31.8	57.2	0.555944056	"could back date 1 day"
"201"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"4T"	"High"	"V"	16	12	"Con"	"Y"	"Y"	24	37	17	5	13.6	22.1	0.615384615	""
"202"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"4T"	"High"	"V"	16	12	"Con"	"Y"	"Y"	25	38	19	7	16.8	26.8	0.626865672	""
"203"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"4T"	"High"	"V"	16	12	"Con"	"Y"	"Y"	25	38	18	6	18.6	27.9	0.666666667	""
"204"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"7B"	"Low"	"V"	16	12	"Con"	"Y"	"Y"	26	40	14	5	12.2	22.8	0.535087719	""
"205"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"4T"	"High"	"V"	16	12	"Con"	"Y"	"Y"	26	39	19	7	16	24.9	0.642570281	""
"206"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"7B"	"Low"	"V"	16	12	"Con"	"Y"	"Y"	27	41	15	4	12.9	22.2	0.581081081	""
"207"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"7B"	"Low"	"V"	16	12	"Con"	"Y"	"Y"	28	41	15	4	14.4	24.1	0.597510373	""
"208"	"Col Ama"	"Col"	"Col"	"12ConLD"	"12ConLDV"	"7B"	"Low"	"V"	16	12	"Con"	"Y"	"Y"	29	43	15	5	12.6	21.4	0.588785047	""
"209"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"3T"	"High"	"V"	8	12	"Con"	"Y"	"Y"	56	75	46	8	17.4	36	0.483333333	"marker touched bolt"
"210"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"3T"	"High"	"V"	8	12	"Con"	"Y"	"Y"	59	78	50	11	19.1	29.9	0.638795987	""
"211"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"3T"	"High"	"V"	8	12	"Con"	"Y"	"Y"	59	78	44	10	12.9	32.7	0.394495413	""
"212"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"3T"	"High"	"V"	8	12	"Con"	"Y"	"Y"	61	81	47	10	19.2	35	0.548571429	""
"213"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"7T"	"Low"	"V"	8	12	"Con"	"Y"	"Y"	68	90	44	10	20.5	37.6	0.545212766	""
"214"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"7T"	"Low"	"V"	8	12	"Con"	"Y"	"Y"	68	90	45	9	23.9	38.1	0.627296588	""
"215"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"7T"	"Low"	"V"	8	12	"Con"	"Y"	"Y"	74	94	35	9	32.9	50.5	0.651485149	""
"216"	"Col Ama"	"Col"	"Col"	"12ConSD"	"12ConSDV"	"7T"	"Low"	"V"	8	12	"Con"	"Y"	"Y"	76	96	45	9	20.8	32.5	0.64	""
"217"	"Col Ama"	"Col"	"Col"	"12VarLD"	"12VarLDV"	"3B"	"High"	"V"	16	12	"Var"	"Y"	"Y"	26	38	17	5	13.3	22.7	0.585903084	""
"218"	"Col Ama"	"Col"	"Col"	"12VarLD"	"12VarLDV"	"3B"	"High"	"V"	16	12	"Var"	"Y"	"Y"	26	38	16	4	13.4	22	0.609090909	""
"219"	"Col Ama"	"Col"	"Col"	"12VarLD"	"12VarLDV"	"5B"	"Low"	"V"	16	12	"Var"	"Y"	"Y"	26	39	14	4	12.2	20.8	0.586538462	""
"220"	"Col Ama"	"Col"	"Col"	"12VarLD"	"12VarLDV"	"3B"	"High"	"V"	16	12	"Var"	"Y"	"Y"	27	40	17	6	13.8	22.7	0.607929515	""
"221"	"Col Ama"	"Col"	"Col"	"12VarLD"	"12VarLDV"	"5B"	"Low"	"V"	16	12	"Var"	"Y"	"Y"	27	39	16	4	13.7	24.1	0.56846473	""
"222"	"Col Ama"	"Col"	"Col"	"12VarLD"	"12VarLDV"	"5B"	"Low"	"V"	16	12	"Var"	"Y"	"Y"	27	41	19	7	15.4	27.7	0.555956679	""
"223"	"Col Ama"	"Col"	"Col"	"12VarLD"	"12VarLDV"	"3B"	"High"	"V"	16	12	"Var"	"Y"	"Y"	28	41	19	7	15.7	25.6	0.61328125	""
"224"	"Col Ama"	"Col"	"Col"	"12VarLD"	"12VarLDV"	"5B"	"Low"	"V"	16	12	"Var"	"Y"	"Y"	31	43	20	6	19	34.5	0.550724638	""
"225"	"Col Ama"	"Col"	"Col"	"12VarSD"	"12VarSDV"	"4B"	"High"	"V"	8	12	"Var"	"Y"	"Y"	57	75	43	11	25.6	46.7	0.548179872	""
"226"	"Col Ama"	"Col"	"Col"	"12VarSD"	"12VarSDV"	"4B"	"High"	"V"	8	12	"Var"	"Y"	"Y"	59	77	39	11	19.7	32.8	0.600609756	""
"227"	"Col Ama"	"Col"	"Col"	"12VarSD"	"12VarSDV"	"4B"	"High"	"V"	8	12	"Var"	"Y"	"Y"	61	81	44	12	22.8	36.2	0.629834254	""
"228"	"Col Ama"	"Col"	"Col"	"12VarSD"	"12VarSDV"	"5T"	"Low"	"V"	8	12	"Var"	"Y"	"Y"	62	82	47	11	27.7	43.6	0.635321101	""
"229"	"Col Ama"	"Col"	"Col"	"12VarSD"	"12VarSDV"	"4B"	"High"	"V"	8	12	"Var"	"Y"	"Y"	64	81	41	11	22.9	36.7	0.623978202	""
"230"	"Col Ama"	"Col"	"Col"	"12VarSD"	"12VarSDV"	"5T"	"Low"	"V"	8	12	"Var"	"Y"	"Y"	65	88	45	10	26	43.2	0.601851852	""
"231"	"Col Ama"	"Col"	"Col"	"12VarSD"	"12VarSDV"	"5T"	"Low"	"V"	8	12	"Var"	"Y"	"Y"	69	91	44	10	24.6	39.1	0.62915601	""
"232"	"Col Ama"	"Col"	"Col"	"12VarSD"	"12VarSDV"	"5T"	"Low"	"V"	8	12	"Var"	"Y"	"Y"	69	91	44	10	22.1	36.8	0.600543478	""
"233"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"2B"	"High"	"V"	16	22	"Con"	"Y"	"Y"	15	22	12	3	NA	17.4	0	""
"234"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"5B"	"Low"	"V"	16	22	"Con"	"Y"	"Y"	16	23	12	2	NA	NA	NA	""
"235"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"2B"	"High"	"V"	16	22	"Con"	"Y"	"Y"	17	22	12	3	NA	18.4	0	"4/22 13.3 20.5"
"236"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"2B"	"High"	"V"	16	22	"Con"	"Y"	"Y"	17	22	13	3	NA	20.1	0	""
"237"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"2B"	"High"	"V"	16	22	"Con"	"Y"	"Y"	17	21	10	1	NA	18.4	0	""
"238"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"5B"	"Low"	"V"	16	22	"Con"	"Y"	"Y"	17	24	12	3	NA	NA	NA	""
"239"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"5B"	"Low"	"V"	16	22	"Con"	"Y"	"Y"	18	25	9	2	NA	NA	NA	""
"240"	"Col Ama"	"Col"	"Col"	"22ConLD"	"22ConLDV"	"5B"	"Low"	"V"	16	22	"Con"	"Y"	"Y"	18	25	11	3	NA	NA	NA	""
"241"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"4T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	45	53	39	7	NA	NA	NA	""
"242"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"4T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	48	55	41	9	NA	NA	NA	""
"243"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"4T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	48	53	39	8	NA	NA	NA	""
"244"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"4T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	48	55	38	9	NA	NA	NA	""
"245"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"2T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	49	56	42	8	NA	NA	NA	""
"246"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"2T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	49	57	39	7	NA	NA	NA	""
"247"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"6T"	"Low"	"V"	8	22	"Con"	"Y"	"Y"	52	59	40	9	27.2	46.6	0.583690987	""
"248"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"2T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	52	59	42	9	NA	NA	NA	""
"249"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"6T"	"Low"	"V"	8	22	"Con"	"Y"	"Y"	53	59	39	10	22.5	44.1	0.510204082	""
"250"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"2T"	"High"	"V"	8	22	"Con"	"Y"	"Y"	55	61	38	10	NA	NA	NA	""
"251"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"6T"	"Low"	"V"	8	22	"Con"	"Y"	"Y"	58	64	42	10	25.2	47.4	0.53164557	""
"252"	"Col Ama"	"Col"	"Col"	"22ConSD"	"22ConSDV"	"6T"	"Low"	"V"	8	22	"Con"	"Y"	"Y"	60	66	45	11	27.5	51.2	0.537109375	""
"253"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"2T"	"High"	"V"	16	22	"Var"	"Y"	"Y"	17	25	10	1	NA	21.8	0	""
"254"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"2T"	"High"	"V"	16	22	"Var"	"Y"	"Y"	17	24	10	2	NA	20.5	0	""
"255"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"7B"	"Low"	"V"	16	22	"Var"	"Y"	"Y"	17	25	7	3	NA	NA	NA	""
"256"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"2T"	"High"	"V"	16	22	"Var"	"Y"	"Y"	19	27	11	2	13.9	24.6	0.56504065	""
"257"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"2T"	"High"	"V"	16	22	"Var"	"Y"	"Y"	19	26	10	2	13.2	24.5	0.53877551	""
"258"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"7B"	"Low"	"V"	16	22	"Var"	"Y"	"Y"	19	26	11	2	NA	NA	NA	""
"259"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"7B"	"Low"	"V"	16	22	"Var"	"Y"	"Y"	19	26	12	1	NA	NA	NA	""
"260"	"Col Ama"	"Col"	"Col"	"22VarLD"	"22VarLDV"	"7B"	"Low"	"V"	16	22	"Var"	"Y"	"Y"	20	25	9	2	NA	NA	NA	""
"261"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"6B"	"Low"	"V"	8	22	"Var"	"Y"	"Y"	43	50	25	5	27.2	51.8	0.525096525	""
"262"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"6B"	"Low"	"V"	8	22	"Var"	"Y"	"Y"	43	51	26	7	27	51.8	0.521235521	""
"263"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"3B"	"High"	"V"	8	22	"Var"	"Y"	"Y"	43	50	31	7	NA	NA	NA	""
"264"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"6B"	"Low"	"V"	8	22	"Var"	"Y"	"Y"	44	54	28	7	28.4	56	0.507142857	""
"265"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"3B"	"High"	"V"	8	22	"Var"	"Y"	"Y"	44	51	27	5	NA	NA	NA	""
"266"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"3B"	"High"	"V"	8	22	"Var"	"Y"	"Y"	45	53	31	6	NA	NA	NA	""
"267"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"3B"	"High"	"V"	8	22	"Var"	"Y"	"Y"	46	51	32	5	NA	NA	NA	""
"268"	"Col Ama"	"Col"	"Col"	"22VarSD"	"22VarSDV"	"6B"	"Low"	"V"	8	22	"Var"	"Y"	"Y"	50	58	29	8	21.2	27.2	0.779411765	""
"269"	"Col FRI"	"Col FRI"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	53	65	50	11	23	32.9	0.699088146	""
"270"	"Col FRI"	"Col FRI"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	56	72	45	9	23.6	34.7	0.680115274	""
"271"	"Col FRI"	"Col FRI"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	57	74	43	9	23.1	34	0.679411765	""
"272"	"Col FRI"	"Col FRI"	"Col"	"12ConLD"	"12ConLDNV"	"7B"	"Low"	"NV"	16	12	"Con"	"Y"	"Y"	57	74	43	7	20.4	33.5	0.608955224	""
"273"	"Col FRI"	"Col FRI"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	59	73	64	11	25.3	43.5	0.581609195	""
"274"	"Col FRI"	"Col FRI"	"Col"	"12ConLD"	"12ConLDNV"	"4T"	"High"	"NV"	16	12	"Con"	"Y"	"Y"	60	74	54	8	19.3	32.2	0.599378882	""
